,0,1,2,3
0,0.28576738498468135,0.5935018613557586,0.06641697931121653,0.05431377434834344
1,0.8385643518449138,0.036843033741457455,0.0590914614666496,0.06550115294697903
2,0.2607435621417535,0.21087580072083414,0.5282275731340436,0.00015306400336881235
3,0.14144360063609168,2.238379528334303e-06,0.8585519565919487,2.2043924313012885e-06
4,0.8518989245536924,0.006496481830680669,0.13178164814073487,0.009822945474892018
5,0.5403313065657203,0.396614227534177,0.024560536678421684,0.03849392922168097
6,0.011308336465041105,0.004147382802011302,1.3883826210992353e-06,0.9845428923503264
7,0.7044824106525852,0.010399811479309282,0.0025458048733475055,0.28257197299475806
8,0.06167004467219631,0.8693365125789705,0.00018127364493107417,0.06881216910390203
9,0.2106560902798488,0.04228916580138104,0.5558576101947811,0.1911971337239891
10,0.3820306742343241,0.05129870535373169,0.5666335670186323,3.705339331181721e-05
11,0.062428511596037094,1.2215478991088996e-05,0.8898203977376409,0.04773887518733085
12,0.07758366868103919,0.6542827360524213,0.2028345596106698,0.06529903565586963
13,0.06359772646311329,0.5644991765752225,0.37189394647804797,9.150483616265794e-06
14,0.2726133291353445,1.923033935978161e-05,0.7266915927466534,0.0006758477786423926
15,0.21397772981788876,0.6048323460655841,0.18117072253338828,1.9201583138799914e-05
16,0.2917335965101925,6.778006977752361e-06,0.7073968244984487,0.0008628009843810798
17,0.5960967919755646,0.004183313120661444,0.3960774575837161,0.0036424373200578154
18,0.4451363130002099,0.19516992201138578,0.0008827385890331734,0.3588110263993712
19,0.21038523510713658,0.1840489467354503,0.5212070013516004,0.08435881680581274
20,0.07481281803352109,0.6822394313295329,0.1989080070496634,0.04403974358728266
21,0.14995345727640516,0.20565318718340778,0.5150682273505647,0.1293251281896223
22,0.8484195817310131,0.0026811147168877766,0.14889364706143085,5.656490668445207e-06
23,4.937383686097996e-06,0.05162072246619416,0.9478672307173429,0.0005071094327768552
24,0.7804676194319634,0.009344502674020679,0.19449618928265378,0.015691688611362112
25,0.9160517408720106,0.019920524342313218,0.002871784524255916,0.061155950261420046
