Date / Time,City,State,Shape,Duration,Summary,Posted
9/10/19 22:10,Lake Worth,TX,Light,30 seconds,Two bright objects moving in formation.,9/12/19
9/6/19 21:00,League City,TX,Formation,2 minutes,"As we were heading northbound on Hobbs Road in league City, Tx, we saw one single white light drop in the sky. Once it dropped it split",9/12/19
9/5/19 07:30,Weatherford,TX,Cylinder,30 seconds,"Re-entry moving W, W of Weatherford, TX.",9/12/19
9/4/19 23:00,Ozona,TX,Light,12 seconds,Light almost like a plane flying quickly above the clouds from left to right higher and higher until it could not be seen any longer,9/6/19
9/1/19 20:30,League City,TX,Circle,5 minutes,8-9 Orange glowing objects in single file line moving across the sky.,9/6/19
8/31/19 16:00,Weatherford,TX,Unknown,3-5 minutes,Rocket launch in west Texas.,9/12/19
8/30/19 12:00,Austin,TX,Unknown,15 minutes,Small silver circle object seen high in the sky not moving during daytime also seen a strange transparent plane flying around it,9/6/19
8/25/19 22:50,Lockhart,TX,Light,:30,Strange moving light in the sky.,9/6/19
8/19/19 22:00,Alpine,TX,Other,7 seconds,"On Monday, August 19th at somewhere around 10:00 pm in Alpine, Texas. Me and two friends had stepped outside for a cigarette.",8/23/19
8/17/19 19:35,Rockwall,TX,Disk,instantaneous,White shiny disk that was visible only in photos.,8/23/19
8/16/19 21:00,Schertz,TX,Circle,10 seconds,"I was standing outside of my house, on the back porch at approximately 9:00pm (21:00). I was looking at the sky when I saw a round",8/23/19
8/14/19 21:45,Abbott,TX,Light,09:55,"Ball of light seen falling in Abbott, TX.  ((anonymous report))",8/23/19
8/14/19 01:00,Abilene,TX,Light,30 seconds,Star-like light that started bouncing in the air before disappearing,8/23/19
8/12/19 02:00,San Antonio,TX,Light,20 minutes,Have video of light moving erratically in the sky. A less bright light followed its motions. Phone died after getting good footage,8/23/19
8/11/19 18:13,Lubbock,TX,Other,Unknown,"I was watching a clip I filmed, I was actually filming small clips as I drove of an industrial area of Lubbock for an art reference as",8/23/19
8/10/19 03:00,Timpson,TX,Unknown,3 hours,Looked to be stars out was all of a sudden one started to move side to side in circles then the sky in distances started pulsating inli,8/23/19
8/5/19 23:00,Bend,TX,Oval,20 minutes,"The ovular shaped craft was slowly moving across the sky in a straight line, slower than an airplane. It had multiple green lights on t",8/23/19
8/3/19 22:25,Livingston,TX,Sphere,1 minute,"Bright orange light sphere seen moving SE at about 10:30 pm. from Lake Livingston, Tx",8/23/19
8/1/19 19:30,Decatur,TX,Unknown,:50,Two objects hovering and traveling at great rate of speed.,8/23/19
7/30/19 00:01,Southlake,TX,Light,1 second,A small white light flew from left to right for about one second then flashed and disappeared.,8/23/19
7/30/19 00:01,Southlake,TX,Fireball,1 second,"A small, white light flew left to right for about one second at a high rate of speed.",8/23/19
7/28/19 20:10,San Antonio,TX,,25 seconds,Saw silver ball and rectangle fly from South to north over San Antonio Texas.,8/23/19
7/25/19 17:30,Decatur,TX,Oval,:25,"Saw object hovering in sky, disappeared in the clouds at great rate of spped.",8/23/19
7/25/19 13:45,Sugar Land,TX,Triangle,10-15 seconds,Daytime White Triangle traveling East,8/23/19
7/25/19 00:00,Round Rock,TX,Disk,Unknown,I opened  my front door that  night just to look out when i did. I noticed  a very bright light and i know when see unusual rhings take,8/23/19
7/25/19 00:00,Bryson,TX,Other,,"Me and a friend was waiting on someone as a really loud roaring sounded in the sky, as I turn to look the is a mysterious aircraft flyi",8/23/19
7/20/19 13:00,Carrollton,TX,Changing,<1 minute,"We were at Arby's between 12:30 pm and 1:00 pm when we saw a chem trail in the sky pretty high up, and from the top of it we saw a meta",7/25/19
7/19/19 12:34,Fort Worth,TX,Circle,10 seconds,Round bright white light traveling at a high rate of speed.,7/25/19
7/18/19 01:00,Laredo,TX,Sphere,1 second,Bright orange and red sphere that streaked directly overhead for about a mile. No sound. Aproxmently one mile from the ground and flyin,7/25/19
7/17/19 22:00,Austin,TX,Light,3 minutes,"One bright star-like object randomly gets super bright, disappears, and then reappears multiple times",7/25/19
7/11/19 22:40,Cedar Creek,TX,Other,20 seconds,"Sitting on my front porch a few minutes ago, we live near an airport and have many planes for over us but for some reason this moved an",7/12/19
7/10/19 18:00,Stephenville,TX,Other,Few minutes,"As I was driving the backroads from my sister’s house in Denton, Texas I saw an enormous pewter colored plane. It was about 6pm. It was",8/23/19
7/10/19 00:13,The Colony,TX,Oval,00:05,"Half-white, half-black/grey, rumbling sound and not that big.",7/12/19
7/5/19 21:35,Lockhart,TX,Egg,2 seconds,Super fast craft flying low leaving green trail,7/12/19
7/4/19 21:00,Beaumont,TX,Other,10 minute,West sky close to moon. 4 red lights in box formation. I watched it because it was unusual it dropped down then up then just disappeare,7/5/19
7/4/19 20:30,Burleson,TX,Sphere,1 minute,3 spheres seen flying south then disappear,7/12/19
7/1/19 20:00,Houston,TX,Sphere,30 seconds,I was standing outside enjoying the weather and smoking my cigarette right after/middle if a rain spout storm. Clouds in the sky and I,7/5/19
6/30/19 20:20,Wimberley,TX,Cigar,10 minutes,"Metallic color,  cigar shape hovering and when I get out to video there was no sound and moved liked nothing I have ever seen.",7/5/19
6/26/19 08:30,Abilene,TX,Changing,10 seconds,"4 white lights in a shape of a square then changed into 1 bright light and traveled faster until I looked again, it was gone",7/5/19
6/13/19 20:20,Larue,TX,Rectangle,5 min.,"Bright orange light in Southeastern sky near New York, Texas.",6/20/19
6/12/19 22:30,Leander,TX,Cylinder,10 minutes,Lit up like a shooting star at first then round dim intermittently illuminated red craft moving West to East in a zig zag pattern.,6/27/19
6/6/19 20:41,Kennard,TX,Other,20:47,((NUFORC Note:  No information provided by witness.  PD)),6/20/19
6/5/19 03:30,Mt. Calm,TX,Light,1 minute,Driving N on Hwy 31 just before passing threw mt calm 3 blue lights huvered in a row over the town.,6/7/19
6/2/19 05:25,Helotes,TX,,,MADAR Node 06,6/7/19
5/31/19 01:00,Sanger,TX,Light,10 seconds,It was pitch black when a light appeared in the sky; the object started dropping rapidly.,6/7/19
5/27/19 20:25,Jones Creek,TX,Cylinder,45 seconds,"No lights. Appeared as a vertical, grey, smoky cylinder. Estimate fifty feet tall twenty five feet wide.Moving in a southeastern di",6/7/19
5/26/19 22:00,Rowve,TX,Light,10 minutes,"The zigzagging lights across Rowe, NM.",6/7/19
5/25/19 22:00,Benavides,TX,Light,~5 minutes,"Straight line literally, of multiple craft at high speed headed northeast .     Some with bright lights some with almost no lights.",6/7/19
5/23/19 17:30,Houston,TX,Unknown,1 minute,"A nuclear explosion, high in the atmosphere...... Mushroom cloud went wsy up high... It must of been higher than i originally thought",6/7/19
5/21/19 22:00,Pearsall,TX,Unknown,3 minutes,2 objects moving extremely fast. Appeared to be impossibly large for their speed,6/7/19
5/21/19 21:42,Plano,TX,Unknown,6 minutes,"Unidentified Light - Color Changing and Flashing, Very Fast and Maneuverable beyond anything I've Seen - Plano, TX",6/7/19
5/20/19 20:00,Fort Worth,TX,Rectangle,5 minutes,"Saw a vertical rectangle, looked like a lower case letter i, move across the sky.  Daytime - no lights on object.",6/7/19
5/16/19 20:14,Houston,TX,,,MADAR Node 116,6/7/19
5/15/19 02:00,San Antonio,TX,Triangle,15 minutes,Bright lights 60 feet above ground near abandoned improved assisted living facility,9/6/19
5/12/19 22:00,Austin,TX,Unknown,20 minutes,Strange bright objects in Northwest Austin sky.  ((anonymous report)),5/14/19
5/6/19 15:03,El Paso,TX,Disk,1 minute,"Military jet takes off and tries to intercept a disc-shaped UAP.  As jet gets close, both UAP and jet suddenly disappear.",6/7/19
5/6/19 14:19,Warda,TX,Teardrop,1 hour,Caught picture of 6 white teardrop objects. Moving up and sideways. This happen just before a severe thunderstorm.,5/14/19
5/2/19 03:00,Wichita Falls,TX,Circle,1 hour & 41 minutes,A little orange light movings as if a fairy was hovering over your head.   ((NUFORC Note:  Possible sighting of a planet??  PD)),5/9/19
4/30/19 21:00,Port Neches,TX,Light,45,"The first beam of light I saw in Port Neches, TX, appeared to be coming from the sky, then shot downwards towards a refinery.",5/9/19
4/29/19 20:13,Allen,TX,Other,1 minute,3 attached orb cluster with greenish hue connected by diamond shapes flew from south southeast to north northwest in the Allen TX sky.,5/9/19
4/27/19 20:00,Bryan,TX,Unknown,4,Three lights in a vertical row.  ((anonymous report)),5/9/19
4/27/19 19:25,Austin,TX,Triangle,15 minutes,Brown boomerang shape glided across the sky with no light or sound.,5/9/19
4/20/19 12:26,Helotes,TX,,,MADAR Node 06,4/25/19
4/20/19 09:38,Waco,TX,Triangle,10 seconds,"Triangle shaped object, three red lights, one light on each point.",4/25/19
4/16/19 20:30,Kingwood,TX,Fireball,2 minutes,3 fireballs flying in a triangle.,4/25/19
4/15/19 04:30,Frisco,TX,Triangle,10 seconds,"Wing shaped object flying low and fast over house, made no noise at all. It was white and almost transparent.",4/18/19
4/11/19 21:15,San Antonio,TX,Triangle,2 minutes,Three red-orange lights in triangular formation hovering over apartments.,4/12/19
4/10/19 22:30,Freeport,TX,Formation,5 seconds,"It looked like a flare, but it had a series of moving bright white lights.",4/18/19
4/10/19 21:20,Austin,TX,Triangle,30 seconds,I was walking my dogs outside in south Austin  around 9:20pm. I caught something in the corner of my eye and was able to identify a tri,4/12/19
4/9/19 00:00,San Antonio,TX,Circle,~1 hour,((HOAX??))  Spinning rainbow colored lights.  ((anonymous report)),4/12/19
4/9/19 20:45,Converse,TX,Light,~15 seconds,bright light vanishes like nothing at a fast speed,4/12/19
4/4/19 22:15,Austin,TX,Cigar,10 minutes,Bright light split into 2 flying from NE to NW.  High above normal aircraft which we observed flying below.  ((anonymous report)),4/8/19
4/2/19 20:25,Kirbyville,TX,Disk,15 minutes,"The object has flashing lights that are green, blue, red, and white.  The lights revolves around the object.  The object hovers.",4/8/19
4/1/19 22:30,Pearsall,TX,Formation,3 seconds,Orange/Golden orbs.  ((anonymous report)),4/8/19
4/1/19 15:30,San Antonio,TX,Changing,3 minutes,I saw a dark square shape floating over seaworld.. along with a silver light close by. Drove around the neighboorhood and took a pictur,4/8/19
3/30/19 02:35,Dallas,TX,Oval,20 seconds,"Flying object with large bright whirling, twirling lights with at least 4 different colors.  ((anonymous report))",4/8/19
3/28/19 17:05,Sugarland,TX,Unknown,<60 seconds,~25 golden-white lights flying together in loose formation,4/8/19
3/25/19 22:05,Hurst,TX,Light,35 seconds,On W. Pipeline Rd headed E.  Look up and there are 4 white lights not blinking in a diagonal line spaced evenly.  ((anonymous report)),3/29/19
3/24/19 20:00,Montgomery,TX,Sphere,1 minute or less,"Witnessed a bright white light shaped like a sphere hovering over pine trees in back yard. No sound, no other lights or color.",4/12/19
3/20/19 07:30,New Braunfels,TX,Triangle,1:00 minute,Triangular UFO in the sky.,6/7/19
3/18/19 06:45,Blackwell,TX,Light,7 minutes,Slowly moving red/gold glowing orb.,3/29/19
3/16/19 21:10,Flint,TX,Fireball,4 minutes,Orange orbs (glowing) moving SW over the lake. Definately not aircraft or balloons.,3/21/19
3/16/19 15:50,Frisco,TX,Triangle,15 seconds,"All white objects going the same speed, very fast, clear sky, then disappeared. Difficult to tell shape of the objects due to the altit",3/21/19
3/15/19 06:20,The Woodlands,TX,Circle,5 seconds,"Driving E, I noticed a large bluish green light shaped like a ball moving smooth and extremely fast.  ((anonymous report))",3/21/19
3/14/19 22:30,Atlanta,TX,Other,10 minutes,6 lights seen in East Texas. Moving strangely,3/21/19
3/5/19 19:20,Angleton,TX,Oval,20 minutes,"Thick red line of light, slightly longer than the moon",3/14/19
2/25/19 11:15,Huffman,TX,Disk,,A huge saucer/droid type with lots of lights blinking and floating low and no noise seemed to be following my car late at night.,2/27/19
2/22/19 20:10,Tolar,TX,Light,1 minute,An object with 3 lights flew over our car tonight.,2/27/19
2/15/19 20:33,Austin,TX,Sphere,1 minute,Two glowing spheres that changed direction at different times.,2/22/19
2/15/19 18:00,Navasota,TX,Other,2 minutes,Boxy object flying in sky.,4/25/19
1/27/19 17:45,Haltom City,TX,Oval,5 minutes,Oval light sphere ufo over DFW Texas with video,2/1/19
1/23/19 22:48,Burleson,TX,Changing,15 minutes,"6 flickering  red/white lights linked together in a broken V, converged to form a Hexagon then flew away https://youtu.be/NgqCSPKCm2g",2/1/19
1/23/19 19:00,Mansfield,TX,Light,2 minutes,Two lights slowly falling then disappearing.,2/1/19
1/20/19 23:17,Austin,TX,Triangle,5-7 seconds,"2 Transparent Triangle shaped objects observed in Austin, TX.",1/24/19
1/20/19 13:00,Austin,TX,Sphere,30 seconds,This is the second time I have witnessed such a craft hovering generally above my house.At approximately 1:00pm I was in the front,1/24/19
1/20/19 13:00,Austin,TX,Sphere,30 seconds,This is the second time I have witnessed such a craft hovering generally above my house.At approximately 1:00pm I was in the front,2/7/19
1/18/19 21:50,Allen,TX,Other,5 minutes,"Red spherical/triangular object active in Allen, TX approximatley five minutes, five witnesses.",1/24/19
1/16/19 09:00,Pine Springs,TX,Sphere,2 minutes,Motionless grey object above 30k.,1/24/19
1/10/19 19:30,Dallas,TX,Circle,<4 minutes,Unexpected.  I just looked up and saw this thing.,1/11/19
1/9/19 00:20,Lindale,TX,Formation,5 minutes,Seen a formation type of lights.  Was there then disappeared after a few minutes.,1/17/19
1/8/19 08:00,Midland,TX,,20 minutes,Numerous beams of orange pulsing lights in the sky over Midland circling the town.,1/11/19
1/8/19 08:00,Midland,TX,,1 hour,Add to previous report.My husband ((name delet noticed two orgnage beans in the sky just over the midland memorial hospital. Then about,1/11/19
1/6/19 23:00,Point Blank,TX,Oval,All Night,"Repeated appearance Of Star-Like Object In The Sky East Of Houston, Texas.  ((NUFORC Note:  Possible sighting of Sirius??  PD))",2/1/19
1/4/19 23:45,Portland,TX,Formation,2.5 minutes,Seeing is Believing:  Sighting Over Texas Coastline.,7/12/19
1/4/19 00:26,Austin,TX,Circle,10 minutes,Driving on rt 183 north west   saw very very bright light in circle in night sky was clear sky  jan 4 1226 am  it was moving in same di,4/25/19
1/1/19 19:30,Texas (southern),TX,Fireball,,"Heading S to N at 7:30 pm, was a orange obj. ~5k feet in the air.  It was a orange fire ball.  Not an a/c.  ((anonymous report))",1/17/19
1/1/19 04:00,Bryan,TX,Oval,60,"Leaving Bryan, Tx about 4 am, I saw this bright light appearing as if hanging from the moon. ((NUFORC Note:  Planet.  PD))",1/17/19
12/31/18 23:30,San Antonio,TX,Sphere,15 minutes,I saw fiery orange lights no sound flying at low altitude no noise they moved south then flanked back but they all flanked at the same,1/11/19
12/31/18 22:00,Spring,TX,,~15 minutes,Red/ Orange lights - spherical shape.,1/24/19
12/29/18 00:29,Sanger,TX,Changing,10 minutes,We saw a bright feiry object in the sky that changed shape frequently and had smaller objects fly up towards it.,1/4/19
12/19/18 21:30,Estelline,TX,Light,10 minutes,Fleet of lights going against wind in Estelline Texas,1/4/19
12/10/18 22:00,Beaumont,TX,Light,5 minutes,I was outside a hospital smoking a cigarette.looked up and saw a bright white light that resembled a star except it got dimmer and dimm,12/14/18
12/4/18 20:54,Galveston,TX,Light,2 minutes,"I’m from Galveston, and I seen a bright green egg shaped light that shot down into the water. ((anonymous report))",12/6/18
11/23/18 10:47,Houston,TX,,,MADAR Node 118,11/30/18
11/14/18 14:55,Coppers Cove,TX,Oval,30 seconds,The object was still in the sky did not move then disappeared did not fly off or was too fast to see fly off.,11/24/18
11/13/18 16:00,Kaufman,TX,Circle,5 minutes,We were coming into Kaufman from Dallas. And the driver pointed it out first there were 3 circular orbs appearing to be stacked one abo,11/24/18
11/12/18 18:10,San Angelo,TX,Sphere,15 minutes,Ball of light followed the Concho River.  ((anonymous report)),11/24/18
11/11/18 20:50,San Antonio,TX,Flash,3-8 minutes,Was driving home heading south on Commercial avenue on the south side of San Antonio. We noticed a large flash of light in the south ea,11/24/18
11/2/18 10:00,San Antonio,TX,Rectangle,5 seconds,Strange Light Over San Antonio (Fresno St/Edison HS Area),11/9/18
10/27/18 16:15,Crowley,TX,Triangle,Pictures taken within 5 s,Triangular UFO picture with plane and sandhill cranes,11/9/18
10/25/18 03:00,Newark/Fort Worth,TX,Sphere,10 seconds,Red flashing light crashing from the sky.,11/9/18
10/15/18 21:21,Austin,TX,,,MADAR Node 101,10/18/18
10/14/18 01:00,Beaumont,TX,Light,10 minutes,I was standing outside with my sister-in-law walking my dog when I noticed the strangest star in the sky.,12/14/18
10/10/18 20:30,Dallas,TX,Light,10 minutes,I was walking my dog facing east toward the Dallas/Fort Worth airport and saw four brighter than usual lights over the vicinity.,10/12/18
10/10/18 20:00,Irving,TX,Other,Few seconds,I saw a strangely shaped aircraft near my bus stop.  ((anonymous report)),10/18/18
9/30/18 02:00,Arlington,TX,Sphere,10 seconds,"Sphere in sky, looked like the sky was moving.",10/6/18
9/24/18 22:50,Houston,TX,Triangle,1 minute,"Black isosceles triangle with six large, faded lights around the inside of its outline and the inside of all three corners and another",9/27/18
9/15/18 17:00,Hitchcock,TX,Changing,4+ hours,Numerous witnesses of changing phenomenon in the sky. First noticed A vertical beam of lights. Then within close proximity was an orb o,9/27/18
9/13/18,Sherman,TX,Sphere,30 second,My son and I was Flying a kite N there was somthing in the air.  ((anonymous report)),9/27/18
9/11/18 20:31,The Woodlands,TX,Egg,20 minutes,Orb photographed 9/11/2018 The Woodlands Texas,9/13/18
9/8/18 20:05,Humble,TX,Light,~2 minutes,"Reddish orange light N of the Houston area, travelling S, stops for about 20,seconds, dims, brightens then vanishes.",9/13/18
9/1/18 21:10,Houston,TX,Light,~35 minutes,"He stopped @ the end of my driveway,,, and said, ""Those bright light are not moving.""",9/13/18
8/29/18 22:00,Amarillo,TX,Circle,17 minutes,Unexplained bright light.,8/31/18
8/24/18 06:00,Whitesboro,TX,Light,20 seconds,Object flashes after making a high altitude U-turn,8/31/18
8/21/18 20:06,Carmine,TX,Unknown,5 seconds,I was taking pictures of the sunset at the time and I didn't notice anything until I was thumbing through my gallery to clear to make r,8/31/18
8/19/18 20:55,Smiley,TX,Light,<1 minute,Light quickly shot across the sky and stopped.,8/22/18
8/17/18 19:30,El Paso,TX,Circle,10 minutes,Evening viewing of several on identified aerial objects with clear photographs.  ((NUFORC Note:  Possible high-altitude balloon.  PD)),8/22/18
8/16/18 21:10,Fischer,TX,Disk,1 minute,"Noticed a disc shape moving quickly and disappear, only to reappear brighter and then disappear again. ((anonymous report))",8/17/18
8/14/18 05:45,Vidor,TX,Light,5 minutes,"Light was fast coming from N, heading S.  Light slowed down.  Started turning E toward the Pentagon Constellation. ((anonymous report))",8/17/18
8/7/18 21:08,Austin,TX,Formation,2 minutes,"Four solid orange lights seen flying in formation, before they disappeared.",8/10/18
8/7/18 21:00,Eagle Pass,TX,Sphere,1 hour,Many sightings all over town.  ((anonymous report)),8/10/18
8/4/18 20:15,Spring,TX,Cigar,20 minutes,"So, there was a cigar shaped object in the sky that would lighting up and changing colors, it was not a plane.",8/10/18
8/4/18 13:33,Houston,TX,Circle,5 minutes,Saw a red/orange spinning wheel object ascending and then vanish into cloud bank.,8/10/18
8/1/18 23:00,Houston,TX,Changing,15 minutes,Ufos that mimic planes everyday occurrence now.,8/10/18
7/19/18 22:00,Marfa,TX,Triangle,20 minutes,West Texas Triangle UFOs,8/10/18
7/11/18 22:09,Midland,TX,Light,5 minutes,Blue UFO hovers above me for several minutes,8/10/18
7/11/18 04:15,Shepherd,TX,Light,90 seconds,"Pair of white lights, unmoving directly overhead, fading within 90 seconds to invisible.",7/19/18
7/10/18 14:45,Arlington,TX,Sphere,3 minutes,Black sphere about the size of a large air plane very slowly moving then as I pointe do it out it sped off very extremely fast.,7/13/18
7/10/18 09:18,Livingston,TX,Unknown,12 minutes,Seen this weaird light about 9:00.after work it was sitting steal with altering lights white red and green it shows movement left to ri,8/10/18
7/8/18 11:30,Austin,TX,Light,3 minutes,Out walking my dog and saw a light orb zigzag in the sky then stop. Was 100 steps from home and did not have my mobile phone with me. W,7/13/18
7/4/18 21:33,Pasadena,TX,Other,2 minutes,Moving Star (white dot) vanished with orange flash.  ((anonymous report)),7/5/18
6/15/18 19:30,Kerr County,TX,Other,3 minutes,"Ball-shaped solid object, low altitude, silent, constant speed and altitude, seemed to rotate or ""jiggle,"" glinted occasional",6/21/18
6/15/18 05:05,Georgetown,TX,Light,25 minutes+,"My wife and I were in the middle of an early morning walk on June 15, 2018 in Georgetown, Texas (Old Historic District, near Annie Purl",6/15/18
6/15/18 01:00,Waco,TX,Circle,2 minute,"I was in pool and my wife was sitting on the edge.We heard a sound to the south west.  It sound like a jet type engine, but not a p",6/20/19
6/9/18 21:45,Prosper,TX,Circle,1 minute,"Perfectly round, translucent, iridescent, thin disc seen flying silently above the houses in my neighborhood.((anonymous report))",6/15/18
6/8/18 21:45,Fort Worth,TX,Unknown,14 seconds,Bright white object moved across binocular field of view.  No collision lights.  ((anonymous report)),6/15/18
6/3/18 00:25,Lubbock,TX,Triangle,5 minutes,"Triangle object with blinking red, green, and white lights seen in telescope.",6/7/18
6/2/18 22:40,Alvin,TX,Fireball,5 minutes,I was sitting on my back porch. First I heard coyotes howling and then dogs barking. I first saw two glowing orange orbs approximately,6/7/18
6/1/18 14:00,Katy,TX,Cross,I don’t know,((HOAX??))  Scary  ((anonymous report)),6/21/18
5/24/18 13:00,Edinburg,TX,Sphere,25 seconds,A silver daylight sphere was crossing east to west right in front of me.  Seemed to have cloaked on the photos. ((anonymous report)),11/24/18
5/5/18 21:33,Dickinson,TX,Light,1 hour,This object appeared 2 nights in a row. It looked somewhat like Venus when its at its brightest but it was at 280 degrees west at about,5/10/18
5/5/18 11:30,San Antonio,TX,Formation,2-5 minutes,20-25 metallic triangular objects spotted on Cinco de Mayo in San Antonio.,5/10/18
5/2/18 20:30,Lamesa,TX,Egg,4 seconds,"Egg shape object over Lamesa, TX.",5/4/18
4/26/18 22:30,Austin,TX,Triangle,3 minutes,Faint translucent triangle covered in tiny lights.,8/10/18
4/24/18 00:03,Austin,TX,Other,1 minute,I witnessed an unknown object approaching from the S in a N direction about 100 ft behind it.  ((anonymous report)),4/26/18
4/16/18 19:00,Houston,TX,Light,1.5 hours,Up close twinkling  stationary white lights flashing red & green.,4/19/18
4/15/18 06:23,Livingston,TX,Light,1 minute,"on my way to work going east on 190hwy, I'm driving and I see this greenish white light (circle /orb) that flew almost parallel with my",3/21/19
4/7/18,Austin,TX,,,"((HOAX??))  On 4/7/18 there were 4 unidentifiable cone shaped things, floating in the sky.",4/13/18
4/3/18 21:20,San antonio,TX,,PM,I saw a bright round light.then the sky flashed red then yellow then green.  Power shut off many buisnesses.  ((anonymous report)),4/8/19
4/1/18 03:15,Portland,TX,Sphere,From North to South,Saw 6 spheres separated but close all and not in a pattern or shape traveling noticeably faster than stars but not extremely fast going,4/5/18
3/24/18 19:58,Houston,TX,Disk,5 seconds,Large bright white disk flew quickly across my house in seconds silently.  ((anonymous report)),4/5/18
3/23/18 21:30,Aledo,TX,Light,30 seconds,Bright lights hover over pasture.  ((anonymous report)),4/26/18
3/19/18 19:00,Spring,TX,,,Bright cigar shaped obj. vertical and stationary in sky.  ((NUFORC Note:  Contrail behind an approaching high-altitude aircraft.  PD)),3/23/18
3/18/18 22:20,Georgetown,TX,Changing,30 seconds,Three completely silent red lights traveling in the sky which had the ability to alter configuration.,3/23/18
3/16/18 12:00,Cedar Park,TX,Sphere,2 minutes,High-speed metallic sphere shooting across Central Texas skies.,3/23/18
3/10/18 23:15,San Antonio,TX,Sphere,45 seconds,Orange sphere travels from E to W/,3/23/18
3/2/18 21:10,Fort Worth,TX,Sphere,76 minutes,"I observed and filmed a brilliant bright blue sphere moving in the night sky as I stood outside my house in Ft. Worth, TX.",3/23/18
3/1/18 11:00,Midland,TX,Cross,15 seconds,Object was a double cross shape hovered with no sound then vanished.  ((anonymous report)),3/8/18
2/14/18 20:00,San Antonio,TX,Oval,25 minutes,"Spacecraft seen by two people over power lines, poles, and electrical cables.",2/22/18
2/6/18 19:28,Anthony,TX,Changing,45-60 seconds,Cloudy white orb and I thought I was mistakenly seeing something.  ((NUFORC Note:  Rocket launch.  PD)),2/16/18
2/5/18 06:55,Fort Worth,TX,Circle,20 seconds,Bluish white bright object flying in a NE direction near Granbury Road and Interstate 20,2/16/18
1/24/18 16:05,Fort Worth,TX,Rectangle,4 seconds,"White rectangle object crossed over moon, visible through telescope.",1/25/18
1/20/18 21:20,Austin,TX,Triangle,<1 minute,Triangular object flying over south Austin and I have it on my car camera,8/10/18
1/20/18 08:20,Shamrock,TX,Sphere,4 minutes,"Bright glowing sphere over Shamrock, TX.",1/25/18
1/18/18 22:52,Burnet,TX,Teardrop,5 seconds,((HOAX??))  Teardrop type aircraft thing and there was green lights everywhere and then it shot a loser down.  ((anonymous report)),1/25/18
1/17/18 03:19,Houston,TX,Flash,2 mins 12 seconds,The colored object in the sky.,6/7/19
1/13/18 13:05,San Angelo,TX,Other,,I seen a spiral chrome color worm like craft spinning in the air about as low as a helicopter flies. It kept spinning and moving up and,1/14/18
1/12/18 19:30,Dayton,TX,Light,Seconds,Shooting light.,1/14/18
1/7/18 02:30,Dallas,TX,Light,7 minutes,The only reason i spotted is because i looked up and the light was so weird it caused my vision to go blurry and almost see it in doubl,1/11/19
1/6/18 23:55,Uhland,TX,Light,20 seconds,Red lights.,3/29/18
1/6/18 21:00,Rocksprings,TX,Unknown,>4 hours,"Edwards County, Texas UFO?  Drone? &gt;9hr Flight time. Irregular Flight Patterns and color changes.",1/12/18
1/6/18 18:34,Brookshire,TX,Light,1 minute,I saw this bright orange light rise up over the trees.  It rose pretty quickly.,1/12/18
12/30/17 08:00,Sulphur Springs,TX,Formation,10 Minutes,I was outside and saw about 15-20 fireballs flying in a weird design.,1/12/18
12/25/17 19:00,Garland,TX,Oval,10 seconds,"After a few minutes of standing outside with them, both of them and I looked up and saw it as it flew off.  ((anonymous report))",1/12/18
12/21/17 06:00,San Antonio,TX,Unknown,10 minutes,Stationary white light pulsating at about 10 degrees for 10 or so minutes.  ((anonymous report)),12/21/17
12/19/17 05:00,Carbon,TX,Circle,3 seconds,Red orb.,3/15/19
12/14/17 04:25,Dallas/Ft. Worth,TX,Sphere,1:06,"Yellowish/orange football shaped, color dimming object hovering over city skyline.",12/21/17
12/12/17 18:50,San Antonio,TX,Light,5 minutes,"Red Pulsing Orb/Light over San Antonio, TX",12/14/17
12/12/17 18:00,Sour Lake,TX,Light,3+ hours (over 3 days),"Staggered, colorful strobing lights spotted southwest of Sour Lake, Texas.  ((NUFORC Note:  Convincing video provided.  PD))",12/14/17
12/10/17 21:00,McKinney,TX,Light,3 hours,Myself and 2 roommates winessed a group of UFO's who appeared to be watching us.,2/22/18
12/10/17 20:40,San Antonio,TX,Disk,5 minutes,4 orangish colored objects flying close together then crossed over each other and disappeared,12/14/17
12/10/17 03:00,Amarillo,TX,Triangle,18 minutes,I. Woke up an looked at my security cameras an. This. Is. What I saw I have. Seen this. Before. A  large. Bright light which looks lime,12/14/17
12/9/17 21:30,New Braunfels,TX,Formation,40 seconds,Four orange lights in formation.  ((anonymous report),12/14/17
12/9/17 20:40,Lumberton,TX,Light,1-2 hours,Red lights across the sky.,3/2/18
12/9/17 20:35,Lumberton,TX,Light,2 hours,Red flying lights saturate night sky!!,3/2/18
12/7/17 22:10,Houston,TX,Triangle,3 seconds,Triangle craft that glowed red.,12/8/17
11/13/17 19:30,Burton,TX,Light,10-15 minutes,I was outside star-gazing when the event happened.,11/17/17
11/13/17 19:00,Pflugerville,TX,Chevron,5-10 minutes,"Spheres over Pflugerville, TX.",11/17/17
11/5/17,Houston,TX,Flash,Midnight,"~12 am, 05NO17, explosion sounds heard by families in homes in Harris Co. area. News reported nothing.  ((anonymous report))",12/4/17
11/3/17 07:10,San Antonio,TX,Cigar,4 seconds,"Ufo spotted, right before it vanished.",11/9/17
