Date / Time,City,State,Shape,Duration,Summary,Posted
1/4/14 00:38,Austin,TX,Triangle,7 seconds,Low to the ground triangular aircraft coming from west Texas,5/22/15
1/2/14 22:15,Austin,TX,Light,1 minute,Reddish orange bright lights traveling very quickly  then disappearing.  Completely silent.,1/10/14
1/2/14 17:30,Austin,TX,Circle,30 minutes,"Light on top left of moon, followed by white lights and jets.",1/10/14
1/1/14 00:47,Fort Worth,TX,Oval,2 minutes,Orange ball stationary in sky above neighborhood south of Fort Worth before leaving northbound.,1/10/14
1/1/14 00:05,Austin,TX,Light,35 minutes,Red lights all over the sky in Austin TX new year's 2014.,1/24/14
1/1/14 00:02,El Paso,TX,Formation,2 minutes,"Very bright lights . In a form of a ""S.""",1/10/14
1/1/14 00:00,Austin,TX,Circle,5 minutes,"Orange orbs above Austin, TX, on New Years 2014.",1/10/14
12/31/13 22:00,Aubrey,TX,Fireball,15 minutes,7 fireball orb type object over N TX on 12/31/13.,1/10/14
12/28/13 19:45,League City,TX,Light,5 minutes,"Orange lights and dark objects over League City, Texas.",1/10/14
12/25/13 18:25,Spring,TX,Sphere,10,Orange balls in the sky.,1/7/15
12/24/13 22:00,Spring,TX,Unknown,2 minutes,Approx. 10 amber colored objects flying in formation in a clear night sky.,1/10/14
12/21/13 18:00,Palacios,TX,Cylinder,5 minutes,"UFO in Palacios, TX, plzz turn head to left or turn screen to left i recorded in landscape mode so u can see it better.",12/23/13
12/21/13 16:46,San Antonio,TX,Disk,20 seconds,Saucer Craft moving above highway.,12/23/13
12/15/13 20:00,Fort Worth,TX,Light,Still there,"We took our dog out around 7:45, when I noticed a bright light in the Western sky.  I go out several times at night and I have never se",12/23/13
12/15/13 16:10,Austin,TX,Light,10 minutes,Lights over downtown Austin.,12/23/13
12/11/13 20:00,Dallas,TX,Triangle,6 seconds,1200-mph dart silhouette seen for 6-seconds.,1/7/15
12/8/13 20:00,Sweeny,TX,Sphere,30-60 minutes,Very bright blue UFO hovering over the Tx Country Sky!,12/12/13
12/6/13 20:00,The Colony,TX,Circle,1 minute,Blue and green circular light seen above texas ice storm.,12/12/13
12/3/13 19:00,Arlington,TX,Sphere,~30-45 minutes,Large white orb with glow around it in south west Texas sky.  ((NUFORC Note:  Possible sighting of Venus?  PD)),12/5/13
12/3/13 10:00,Dripping Springs,TX,Cigar,8 minutes,"Intense bright white light that turned into cigar-shaped object seen in daylight outside of Austin, TX.",12/12/13
12/2/13 22:10,Austin,TX,Fireball,~1 minute,I was driving on the highway when I noticed a rather large green 'star' in the sky. They started as small green balls and traveling qui,12/5/13
12/1/13 20:00,Corpus Christi,TX,Sphere,1 minute,Bright Red Orange Sphere Gliding at Tree Level,12/5/13
11/30/13 20:00,Houston,TX,Light,,Bright mutlicolored moving light in the sky.  ((NUFORC Note:  Possible sighting of Venus??  PD)),12/2/13
11/29/13 20:55,Webster,TX,Circle,120 seconds,"Reddish orange ""light"" traveling in unison with two smaller white ""lights"" at 45 degree angle from each other.",12/2/13
11/28/13 21:20,Weslaco,TX,Cone,8 seconds,7 circular red orange lights heading upward in the same formation and disappeared after a duration of 8 seconds.,12/2/13
11/28/13,Lometa,TX,Triangle,18:00,"3 bright lights hovering soundless in Lometa, Texas, seen by father and daughter.",12/5/13
11/26/13 23:00,Lubbock,TX,Unknown,Ongoing,Strange lights sighted and then airplane with no lights sighted.,12/2/13
11/26/13 22:00,Port Neches,TX,Light,2 minutes,"Green/blue light swirling high in sky, then started descending straight (very straight)  down very slowly.",12/2/13
11/23/13 00:30,Arlington,TX,Triangle,12:31,silent v shaped ufo all white lights   not conventional aircraft lights.,12/2/13
11/19/13 22:00,Livingston,TX,Other,30 minutes,We saw 3 objects in the sky.,11/20/13
11/16/13 19:45,Wizard Wells,TX,Other,5 minutes,"Green orb descends from air then changes color, shape, and size and flashes lights on cows.",11/20/13
11/11/13 12:09,Houston,TX,,,Unidentified object seen above rainbow in Texas.,3/27/14
11/10/13 21:00,Irving,TX,Fireball,40 seconds,Spotted three orbs creating a triangle rotating in scnychronized manner.,11/20/13
11/9/13 00:00,Arlington,TX,Cross,5 minutes,"Cross-shaped ufo with white and red blinking bright lights that hovered over Arlington, Tx, near the ground.",11/20/13
11/8/13 20:20,Tomball,TX,Triangle,18 minutes,Yellow lights in an triangle form seen by other people.,11/11/13
11/7/13 19:45,Freeport,TX,Light,5 minutes,"It was a white light that kept getting bright then fading. Then, disappeared.  ((NUFORC Note:  Iridium satellite flare confirmed.  PD))",11/11/13
11/7/13 00:45,Houston,TX,Formation,10 seconds,Two sets of lights in the night sky.,11/11/13
11/6/13 22:26,Plano,TX,Unknown,10 seconds,"One hazy, glowing sideways diamond split into 2 smaller diamonds no noise at all.",11/11/13
11/6/13 20:05,San Angelo,TX,Light,30 seconds,"Light of ""star"" turns on and off in two different positions with no visible movement between the two sightings.",11/11/13
11/5/13 17:30,Houston,TX,Sphere,15 seconds,Round bright light.,11/20/13
11/3/13 20:55,Pipe Creek,TX,Sphere,5 minutes,"4 white orbs  just north of San Antonio,TX, making a circular flight pattern, all at the same fast speeds, as if following each other.",11/11/13
11/3/13 18:25,Pampa,TX,Fireball,30 seconds,Whitish/green fireball was observed flying acrossing the sky,11/11/13
11/3/13 06:35,Boerne,TX,Circle,10 minutes,4 White lights above the clouds going in a circle.  Disappeared in an instant one by one.,11/11/13
11/2/13 19:15,Buda,TX,Triangle,15 minutes,@7:15 pm my wife and I were driving down the fwy when we both noticed a purple ball of light hovering above a nearby neighborhood.,11/11/13
10/28/13 20:20,Brownsville,TX,Circle,1.5 minutes,"2 orange fiery, round objects flew over brownsville, tx near east price road.",11/11/13
10/27/13 00:50,Garland,TX,Light,8 minutes,Glowing orange lights in sky.,11/11/13
10/25/13 20:15,Katy,TX,Fireball,3 minutes,"Fireball seen moving across the sky of Katie, Texas. .",11/11/13
10/24/13 22:45,Mansfield,TX,Triangle,5 seconds,"white 500 foot wide V shape craft flys over Mansfield, Texas at night",11/11/13
10/24/13 22:30,Irving,TX,Cylinder,4 minutes,"Triangular object with faint yellow-orange lights on irregular flight path hovered, then descended rapidly and observed as cylindrical",11/11/13
10/24/13 21:00,Coppell,TX,Other,5 minutes,An object that appeared to be cloaked.,9/10/14
10/24/13 20:00,Garland,TX,Circle,10 minutes,6-8 orange/yellow circles hovering in a zigzag formation.,11/11/13
10/24/13 09:30,Dallas,TX,Circle,A few seconds,"Shiny circular object in sky, no lights, Extremely shiny. Disappeared a few seconds after I saw it.",11/11/13
10/22/13 21:51,Arlington,TX,Sphere,3 minutes,6 bright orange objects in formation over Arlington TX. 10/22/13.,10/23/13
10/21/13 19:40,Katy,TX,Light,20 seconds,Third UFO sighting.,10/23/13
10/21/13 19:00,Houston,TX,Sphere,3-5 seconds,"Bright blue orb shot fast across the sky. No fade, no trail, no sound.",10/23/13
10/21/13 18:30,San Antonio,TX,Triangle,1 minute,Triangle shape.,10/23/13
10/21/13 06:15,Sugar Land,TX,Fireball,30 seconts,"Sugar Land, TX white streak with green burst.",10/23/13
10/19/13 23:00,Sisterdale/Sister Creek,TX,Formation,Unknown,"Blue center lights with 3 orange lights on either side caught on a deer cam approximately 10/19-21/2013 in Sisterdale/Sister Creek, TX",11/11/13
10/19/13 22:30,Austin,TX,Flash,10 seconds,Bright Flash of Light Exploding In Austin Sky.,10/23/13
10/19/13 20:15,Aubrey/Frisco,TX,Unknown,20 minutes,"Bright Light in Southern Sky Over Frisco, Texas",10/23/13
10/18/13 20:00,Dallas,TX,Circle,2 hours,Orb of light in far North Dallas.  ((NUFORC Note:  2 hours.  We suspect an advertising light.  PD)),10/23/13
10/16/13 20:57,Fort Worth,TX,Cylinder,3 minutes,Me and a friend of mine were driving down Alemeda St between Westpoint Blvd and Academy Blvd when we saw an orange orb in the sky. Once,10/23/13
10/13/13 05:01,Newark,TX,Circle,3 hours,Craft was low above trees circling lookin for something to pick up spraying white powder.,10/14/13
10/12/13 20:55,Austin,TX,Triangle,1 minute,"UFO lights over Austin, Texas ACL Fest During the Cure Concert.",10/14/13
10/12/13 03:08,Austin,TX,Unknown,Recorded 17 seconds,"Gold hazy ""being"" hovering (like standing on edge of craft) while over apt building in NW Austin - amber lights on edges.",10/23/13
10/9/13 20:14,Grand Prairie,TX,Oval,5 minutes,Orange Orbs silently traveling in a group across the sky.,10/14/13
10/7/13 20:30,Austin,TX,Unknown,4 minutes,UFO over north austin west to east no sound 300 mph 5000 ft and turned off light over east o pflugerville.,10/14/13
10/7/13 20:20,Uvalde,TX,Unknown,30 seconds,One minute after watching the space station I witnessed two different UFOs.,10/14/13
10/7/13 19:28,Bryan,TX,Cigar,28 minutes,"Witnessed 5 cigar shaped lights, non blinking against sunset horizon moving north northwest.",10/14/13
10/6/13 19:45,Katy,TX,Oval,2-3 minutes,"Blue/Grey colored oval shape. The next day, fast moving pulsing object. Texas.",10/14/13
10/5/13 22:30,Lewisville,TX,Light,5 minutes,Bright Red light moving very fast across sky then disappeared.,10/14/13
10/4/13 19:15,Dallas,TX,Diamond,6 minutes,DIAMOND SHAPED OBJECTS MANEUVERING IN DALLAS NIGHT SKIES.,10/14/13
10/4/13 00:34,Manor,TX,Light,5:00,A glaring bright light which moved slowy towards us (E) for approx. 1:00 then it began to turn and move away for 4:00. The light w,10/14/13
10/1/13 20:00,Marfa (near),TX,Rectangle,5-10 minutes,A few questions about ISS.,8/11/17
9/25/13 23:30,Magnolia,TX,Light,continuous,"Blinking lights red green white eastern texas sky low  Stationary  ongoing.  ((NUFORC Note:  ""Twinkling"" star??  PD))",9/30/13
9/23/13 20:30,Sachse,TX,Sphere,30+ seconds,Bright  white sphere.,9/30/13
9/21/13 22:30,Grand Prairie,TX,Oval,1-2 minutes,"Ufo sighting Grand Prairie, Tx. 10:30pm 9/21/13",9/30/13
9/21/13 22:00,San Antonio,TX,Formation,20 minutes,ORANGE SPHERES IN THE SKY.,9/30/13
9/21/13 21:00,Childress,TX,Light,3 seconds,"Weird green light falling from the sky over childress tx,  ((NUFORC Note:  Meteor??  PD))",9/30/13
9/21/13 06:00,Grand Prairie,TX,Other,2 minutes,Boomerang shaped - large slow -beige-no lights or sound- north east to south west 6am 9/21/2013,9/30/13
9/20/13 06:00,Kingwood,TX,Light,10 minutes,Ball of silent light doing circular patterns.,9/30/13
9/19/13,Round Rock,TX,Disk,,Alien forms were seen hovering near a spacecraft in the clouds.,11/20/13
9/18/13 20:30,Dallas,TX,,~10 minutes,9-10 orange red orbs flying silently SW to NE around 8:30pm near downtown Dallas.,9/30/13
9/14/13 22:00,College Station,TX,Light,1 minute,Blue Floating Light,9/30/13
9/13/13 22:00,Bryan,TX,Light,1 minute,Blue Floating Light,9/30/13
9/9/13 12:34,Cedar Park,TX,Cigar,5-8 seconds,Cigar Shaped Object Descending in the Direction of the Surface.,9/9/13
9/8/13 22:25,Fort Worth,TX,Light,15-20 minutes,"A round ball of fast flashing a solid White, Red, and Green lights (as this * looking much like a planet in size) in the southwest sky.",9/9/13
9/8/13 06:15,Killeen,TX,Unknown,30 minutes still going,Colorful object hovering over Killeen Texas.,9/9/13
9/8/13 05:00,Austin,TX,Changing,60 minutes,"Apparent blinking star turned out to be an object that changed appearance and showed many colors, videos available.",9/9/13
9/7/13 21:30,Houston,TX,Circle,15 minutes,Large qrange/red circle appeares and disappears in the Houston sky.,9/9/13
9/7/13 07:45,Tomball,TX,Disk,30 seconds,"Disk Craft seen early in am in Tomball, Texas.",9/9/13
9/6/13 22:00,Pyote,TX,Triangle,45 minutes,Slow black triangle seen multiple times over Pyote Texas.,9/9/13
9/6/13 00:48,Celina,TX,Sphere,15 minutes,Silent Orange Sphere without Landing Lights.,9/9/13
9/2/13 21:00,Buna,TX,Light,15 minutes,An orange light that seemed to move when it wasn't illuminated.,9/9/13
9/1/13 15:00,San Antonio,TX,Egg,12 seconds,Unidentified egg shaped phenomenon moving slow among visible birds passing it up!,3/18/14
9/1/13 03:10,San Marcos,TX,Light,few seconds,Bright light falling with gravity.,9/9/13
9/1/13 02:15,Arlington,TX,Fireball,2 minutes,Bright orange seen in Texas.,9/9/13
8/30/13 01:00,Corpus Christi,TX,Circle,1:00,"Light in sky never changed direction but did change colors red, green, blue.  ((NUFORC Note:  Twinkling star??  PD))",9/9/13
8/27/13 22:23,Garland,TX,Fireball,10 minutes,Possible fireballs in the sky that burned out over our house.,8/30/13
8/26/13 20:25,El Paso,TX,Light,2 minutes,Light headed north then south suddenly disappeared on the horizon almost instantly.,8/30/13
8/25/13 21:00,Hutto,TX,Light,20-30 seconds,Two orange lights fly at eachother and become one.,9/9/13
8/24/13 20:00,Kerville,TX,Circle,30 minutes,Amber blinking large orb in woods then sky at secluded ranch in texas.,8/30/13
8/22/13 21:11,Azle,TX,Cigar,3 minutes,Orange cigar shaped craft chased down a backroad.,8/30/13
8/21/13 13:00,Glen Rose,TX,Circle,~5 minutes,"Strange bright orb that looks like a second sun in the sky, but lower than the sun.",8/30/13
8/18/13 22:23,Lake Jackson,TX,Light,5 seconds,"One object, disappeared, reappeared, became 3",9/9/13
8/18/13 05:30,Austin,TX,Rectangle,75 minutes,Craft videoed near daybreak near Austin.,8/30/13
8/17/13 14:00,Arlington,TX,Disk,5 minutes,"Black disc craft hovering and sped away, silent, daytime and causing involuntary temporary paralysis with telepathic communication.",7/5/18
8/16/13 22:00,Comfort,TX,Light,all night,"Like guests who won't leave, these UFO's are becoming unwelcome.",8/30/13
8/15/13 22:00,Round Rock,TX,Sphere,5 seconds,Blue-green light falls from sky.,9/30/13
8/14/13 22:39,Santa Fe,TX,Fireball,4 minutes,2 stationary fireballs.,8/30/13
8/13/13 18:30,Houston,TX,Light,3 minutes,Falling light then vanished.,8/30/13
8/12/13 19:00,Dallas,TX,Light,,Star like object that emits light at different levels of brightness and duration.,12/2/13
8/12/13 19:00,Dallas,TX,Light,,Star like object that emmits light at different levels of brightness and duration. ((NUFORC Note:  Probably Venus.  PD)),12/12/13
8/12/13 00:45,Woodville,TX,Sphere,30 minutes,"On Monday Aug, 12th at 12:45am, my wife, son, daughter and I witnessed two objects flying in a formation heading North East",8/30/13
8/11/13 16:00,Concan,TX,Circle,10-20 minutes,"At around 4:30 am on August 11, 2013 my mother and I were observing the meteor shower at Garner State Park. First we saw an object we b",8/30/13
8/11/13 01:00,Georgetown,TX,Circle,2-3 seconds,"Saw bright, dark turquoise light in the air. it was there, and then not, all in an instant.",8/30/13
8/10/13 21:30,Houston,TX,Fireball,30 seconds,Red/orange fireballs in Houston sky.,8/30/13
8/10/13 09:00,Austin,TX,Fireball,1.5 seconds,"Bright green flash zipped accross sky in Austin, Tx.  ((NUFORC Note:  Meteor?  We suspect a nighttime sighting.  PD))",9/30/13
8/6/13 01:45,Commerce,TX,Sphere,5 minutes,I unmistakingly saw two faint stars flying at the same speed flying eastward from my backyard while star gazing from my swimming pool !,8/30/13
8/4/13 00:30,Baytown,TX,Other,30 seconds,"Strange sparkling somewhere near Baytown, Texas",8/30/13
8/1/13 02:00,Watauga,TX,Light,1 second,Two orange light seemed to race across the sky,8/30/13
7/29/13 22:40,Kingwood,TX,Formation,1-3 seconds,Organic Buttefly Shaped UFO.,8/30/13
7/28/13 20:25,Anna,TX,Fireball,10 seconds,"Fiery, glowing, completely disappeared",8/30/13
7/27/13 02:00,San antonio,TX,Changing,45 minutes,Triangle and oblong shaped saucers,8/30/13
7/25/13 02:00,Watauga,TX,Light,1 second,Light shoots across sky with another cradt that seemed to watch it.,8/30/13
7/18/13 21:00,Baytown,TX,Formation,5 minutes,21 Orange Orbs over Baytown.,7/22/13
7/17/13 23:00,Missourri City,TX,Fireball,first sighting 30 seconds,The first sighting this light that was as bright as a star was moving to fast to be anything I have ever seen and within about 30 secon,8/30/13
7/17/13 12:00,Dallas,TX,Other,20 seconds,"N Dallas Tollway NOON July 17, 2013.",7/22/13
7/13/13 23:09,Dallas,TX,Triangle,1 minute,It look triangle in shape off laprada and 635 in Dallas TX with puslating lights.,7/14/13
7/13/13 23:00,Plano,TX,Sphere,5 minutes,Yellow sphere observed by two people sitting still and then moving around before leaving,10/23/13
7/13/13 21:40,Lake Dallas,TX,Fireball,2 minutes,Burnt orange orb in the sky,7/22/13
7/13/13 21:00,League City,TX,Circle,3 minutes,"Two identical UFO's spotted, one appeared to lose power and altitude.",7/22/13
7/12/13 21:00,Garland,TX,Triangle,15 minutes,UFO sighting near Laprada and 635 Garland Texas 7-13-2014 around 9 pm.,7/20/14
7/12/13 20:45,Dallas,TX,Other,30 seconds,BOX SHAPED OR SQUARE SHAPE UFO OVER DOWNTOWN DALLAS,7/22/13
7/7/13 22:36,Houston,TX,Triangle,,Pictures:  3 bright lights at first the were moving slowly,7/14/13
7/7/13 22:10,Ingleside,TX,Unknown,2-3 minutes,Strange object on fire going across the sky.,1/24/14
7/6/13 20:00,Austin,TX,Sphere,5 seconds,Spherical object moving through clouds at sunset creating sets of &quot;smoke&quot; rings.,8/30/13
7/5/13 22:15,Athens,TX,Fireball,10 minutes,"REPORT FROM FORMER U. S. ASTRONAUT:  6 orange orbs moving E to W, sighted over a 10 min. period in N TX.",7/14/13
7/4/13 22:10,The Woodlands,TX,Triangle,5 minutes,"2 orange lights type UFOs seen in Houston area on July 4, 2013",7/5/13
7/4/13 22:00,Hurst,TX,Light,12 minutes,Strange light hovering and watching Fireworks display.,7/5/13
7/4/13 21:50,Sulphur Springs,TX,Formation,45-90 minutes,Sulphur Springs Lights similar to Phoenix Lights.,9/10/14
7/4/13 21:00,Fillmore,TX,,15 minutes,2 objects in the nighttime skydiving up and down and up and down during fireworks show,7/5/13
7/4/13 21:00,Seminole,TX,Circle,1-2 minutes,"Low flying, slow clump of green lights.",1/10/14
7/4/13 04:30,Cedar Hill,TX,Circle,10 minutes,Object flying in night sky seen by three people that were camping,8/30/13
7/3/13 22:00,Round Rock,TX,Fireball,5 minutes,"Orange/red contained sphere with no sound flys across sky, helicopters chase",8/30/13
7/2/13 22:00,Austin,TX,Circle,couple minutes,I spotted multiple amber colored orbs appearing & disappearing in the sky just above the horizon. There were several of these orbs that,7/3/13
6/28/13 23:15,Austin,TX,Light,2 minutes,Round white light moves across the eastern part of the sky with incredible speed and disappears.,7/3/13
6/28/13 21:45,Wichita Falls,TX,Light,2-3 minutes,Clusters of reddish orange lights.,7/3/13
6/27/13 21:45,Sulphur Springs,TX,Light,1+ hour,Numerous lights frequently orbit our area.,7/3/13
6/25/13 21:00,Lexington (west of),TX,Light,5 minutes,Star-like light followed by normal air-craft,7/3/13
6/24/13 22:03,Bertram,TX,Light,3 minutes,Round brightly lit  object moving slow and low.,7/3/13
6/23/13 21:48,Houston,TX,Light,20 seconds (each),While watching the Super Moon one craft appeared in sky and went to a point in the high southern sky and disapeared at a certain point,7/3/13
6/16/13 12:00,Tomball,TX,Circle,10,Looking at this storm that was forming over my house and then looked NW to see if it was moving that direction and saw this round Black,7/3/13
6/10/13 01:00,San Antonio,TX,Disk,20 seconds,I watched it until it flew out of sight over San Antonio.,7/3/13
6/8/13 22:20,Corpus Christi,TX,Oval,2 minutes,Color-changing slanted oval in the night sky.,7/3/13
6/7/13 22:15,Weatherford,TX,Sphere,10 minutes,Line of multiple lights moving east to west / one low moving pulsing sphere.,7/3/13
6/5/13 21:00,Cypress,TX,Circle,5 minutes,My neighbor knocked on my door and asked me to come outside because he was seeing something he had not ever seen before in the sky.,7/3/13
6/5/13 04:45,Tomball,TX,Light,15 seconds,Red Light in my room from outside.,7/3/13
6/1/13 21:45,Austin,TX,Light,15 minutes,Large cluster of ufo's over Austin.,6/2/13
6/1/13 21:40,Lakeway,TX,Sphere,20-30 minutes,100 star-like objects gliding through sky like a flock of birds.  Later stopped high in sky and took on constellation-like formation.,6/2/13
6/1/13 21:00,Tilden,TX,Triangle,working/driving,While heading back to an oil rig j witnessed this triangular shaped set of lights in the sky as i arrived on location to the rig everyo,6/4/14
5/31/13 22:00,Hudson Bend,TX,Unknown,30 minutes,"We we saw was unexplainable, but amazing and scary at the same time.",6/2/13
5/31/13 22:00,Austin,TX,Sphere,30 minutes,100+ solid white objects/lights traveling SE to NW at 500-1500 feet overhead.,7/3/13
5/27/13 22:00,Port Neches,TX,Light,10 seconds,Star like UFO moving then climbed out of sight.,6/2/13
5/26/13 23:25,Sullivan City,TX,Triangle,3-5 minutes,Triangle object flying over my house in South Texas.,6/2/13
5/26/13 22:10,Galveston,TX,Sphere,3 seconds,Spherical object abour 4 ft.wide resembling a Beach Ball with an Orange internal light.,6/2/13
5/25/13 20:15,Porter,TX,Fireball,5-10 seconds,Large bright red orange fireball in sky emits two smaller fireballs then disappears.,6/2/13
5/25/13 18:40,El Paso,TX,Sphere,5-8 minutes,"Between 6:32-6:45 PM on clear blue sky noticed white ""ball-shape"" object high in sky moving eastward as nearby airline headed west.",6/2/13
5/23/13 00:05,Hurst,TX,Rectangle,,Hurst blue rectangle.,6/2/13
5/23/13 00:00,Euless,TX,Cigar,1 hour,Cigar UFO DFW airport May 23rd DFW Airport.,6/2/13
5/22/13 22:40,Grapevine,TX,Cigar,30 minutes,Strange cigar shaped object over lake grapevine tx,6/2/13
5/22/13 19:02,Lubbock,TX,Triangle,5 minutes,Yellow lights on a triangle loud noises.,6/2/13
5/22/13 19:00,Lubbock,TX,Triangle,5 minutes,8 yellow lights,6/2/13
5/22/13 11:30,Sherman,TX,Circle,1-2 minutes,4 staggered discs in sky,6/2/13
5/21/13 23:00,Whitney,TX,Triangle,1 hour,"Very strange, big, bright lights, moving quickly, slowly, and also hovering that change directions quickly.",6/2/13
5/18/13 12:35,Dallas,TX,Sphere,10-15 seconds,Observation point: eleventh flour of ND building UT Southwestern Medical Center. Distance less than one mile at the beginning of observ,6/2/13
5/10/13 16:50,Corpus Christi,TX,Disk,<15 seconds,"UFO photographed in sky in Corpus Christi, Texas on May 10, 2013.",6/2/13
5/8/13 22:00,Lubbock,TX,Light,3 minutes,Sighting over Lubbock,5/15/13
5/6/13 00:00,Princeton,TX,Teardrop,3 minutes,Strafe objects and lights over house,5/15/13
5/5/13 22:00,Austin,TX,Triangle,10 seconds,V shaped craft flew over in and out of clouds clearly visible that the lights were on one craft. 7 lights total with two out on a side.,5/15/13
5/5/13 21:30,Wylie,TX,Triangle,30-45 seconds,"Large triangle over head, white lights in corners, big and fast.",5/15/13
5/4/13 23:50,Austin,TX,Other,6 seconds?,"UFO over austin.  i just saw a 2nd batch but they were all together the 1st were a triangle,",5/15/13
5/4/13 22:00,Montgomery,TX,Circle,10 minutes,"Small objects with fire-like glow flying at low elevation, like balloons without gondolas.",5/15/13
5/4/13 21:35,Austin,TX,Triangle,10 seconds,Triangle ufo over austin tx. 9:35 pm may 4th .,5/15/13
4/30/13 22:00,Bastrop,TX,Formation,<1 minute,"Three dark low flying objects, no lights, no sound, illuminated by the city lights of Bastrop, Tx.",5/15/13
4/29/13 19:15,San Antonio,TX,Fireball,3 minutes,Fireball over San Antonio.,5/15/13
4/27/13 02:30,Snyder,TX,Disk,5-7 minutes,A large disc hovering about ~30 ft from the ground,5/15/13
4/27/13 01:00,Bandera,TX,Light,10 minutes,"4/27/2013  12:00 am  bandera   tx 10 mins.  light  changing white,yellow,red   bouncing motion then sped off.  5/17/13",6/2/13
4/26/13 23:00,Austin,TX,Rectangle,20 seconds,The object almost impacted our windshield,5/15/13
4/19/13 20:00,Austin,TX,Sphere,20 minutes,15 to 20 red orbs moving from west to east over Austin then disappearing.,8/30/13
4/14/13 22:30,Arlington,TX,Cylinder,5-7 minutes,"Yellow lighted craft seen in horizon for 5 sec in Arlington,TX.",5/15/13
4/13/13 21:45,Garland,TX,Oval,10 minutes,Two lines of 5 to 6 ornage flickering craft moved in tandem non formation across sky.,5/15/13
4/12/13 23:45,Austin,TX,Light,25 minutes,Red and white light dancing and dipping rapidly over Austin for over twenty minutes.,5/15/13
4/6/13 21:00,Del Valle,TX,Circle,night,Seen it twice my wife once green and fast.,4/12/13
4/6/13 20:55,Austin,TX,Fireball,45 seconds,Three balls of light flying overhead in a zig zag motion.,5/15/13
4/6/13 10:00,Brownsville,TX,Diamond,10,((HOAX??))  Magnetic field something weird was happening to my compass.,4/12/13
4/6/13 08:45,Houston,TX,Circle,5 minutes,Red light and circular shape.,4/12/13
4/5/13 23:36,Ft. Worth,TX,Fireball,2 minutes,Fireball.,5/15/13
4/4/13 22:30,Fowlerton,TX,Unknown,2 seconds,"Lights in sky over fowlerton,tx",5/15/13
4/1/13 22:30,Copperas Cove,TX,Circle,,"Circular object with flashing lights hovers over homes in Copperas Cove,TX",4/12/13
4/1/13 03:00,Watauga,TX,Sphere,seconds,4 white spheres moved in V formation across sky.,8/30/13
3/31/13 22:15,Orange,TX,Formation,7 seconds,Fast moving formation of ten UFO's.,5/15/13
3/30/13 21:00,Tyler,TX,Fireball,1 minute,We were driving and saw a bright orange light in the sky and we slowed down to take a better look. It was bright orange but flickered l,4/12/13
3/23/13 22:30,Spring,TX,Triangle,10 minutes,Multiple bright lights traveling southeast with one flyover.,5/15/13
3/21/13 21:00,Cotulla,TX,Unknown,,Orange flashing lights at night,4/12/13
3/20/13 15:00,Round Mountain,TX,Sphere,13 seconds,Bright spherical object with contrail disappears while being watched.,5/15/13
3/19/13 08:00,Cedar Hill,TX,Formation,few minutes,Group of 5 independently moving craft.,5/15/13
3/17/13 17:00,Austin,TX,Changing,5 minutes,"White blimp-like object, glows pink at times and changes shape",5/15/13
3/16/13 18:45,Lone Grove,TX,Fireball,5-6 seconds,"It was about 6:45 pm or so. Sky was blue, sun had just set.  My daughter and I were looking for the Comet PanSTARRS. We were looking we",4/12/13
3/14/13 18:45,Dallas,TX,Oval,10 seconds,White cigar shape with pointed ends,5/15/13
3/12/13 22:50,Huffman,TX,Fireball,10 minutes,"Myself and 4 others were fishing on Lake Houston at approximately 10:30 pm, it was just another night hanging out down by the pier fish",7/3/13
3/10/13 21:31,Winters,TX,Egg,Night sky,"Red, yellow, blue and white lights and underneath the craft.",3/18/14
3/6/13 19:15,Katy,TX,Diamond,20-30 minutes,Saw 10 noiseless UFO's that changed from an orange ball to a white ball to a diamond shaped craft traveling in a straight line.,5/15/13
3/4/13 18:00,Houston,TX,Sphere,1/30th second,"Photographed, recognized after the fact.",4/12/13
3/1/13 20:01,Houston,TX,Other,4 minutes,"orange globe, closup",6/2/13
3/1/13 19:30,Wichita Falls,TX,Flash,1.5 seconds,Yellow orange small orb.,3/3/13
3/1/13 19:30,China Spring,TX,Triangle,1 minute,White light  in front  and two red lights at the other points.,5/15/13
3/1/13 19:20,Lake Jackson,TX,Fireball,45-60 seconds,"Bright yellow-orange light decending onto Lake Jackson,TX.",3/3/13
3/1/13 08:15,Millican,TX,Light,8:15-9:03,Two red and white lights moveing east one stoped and made W movements after I waved at them.,3/3/13
3/1/13,Salt Lake City,TX,Disk,1-2 minutes,"March 23, 2013 Salt Lake City, UT  Peter -  I missed your opening conversation with George Noory this AM. I need a favor, as later",5/15/13
2/28/13 21:30,Wichita Falls,TX,Light,2-3 minutes,Yellowish orange traveled slowly.,3/3/13
2/27/13 19:00,Wichita Falls,TX,Light,15 seconds,White and orange and seems to evade the military jets that do there night training at the air base near here.,3/3/13
2/26/13 19:15,Arlington,TX,Oval,10 minutes,White glowing object with fire coming out of it.,3/3/13
2/26/13 08:30,Woodville,TX,Fireball,hour,Large red fire ball and several white lights.,2/28/13
2/19/13 12:30,Bastrop,TX,Disk,30 seconds,PULSATING SAUCER SHAPED UFO SEEN TRAVELLING FAST BEFORE DISSAPPEARING IN CLOUD.,2/28/13
2/17/13 20:00,Chester,TX,Changing,3 minutes,3 Orange glowing ball changed into an airplane once it moved closer.,2/18/13
2/15/13 03:43,Crosby,TX,Diamond,10 minutes,Unconventional flying object observered by police off/licensed pilot.,2/18/13
